mutated_project_name,RANK,EXAM
_MultipleBugs_.NOB_1.ID_1,3,0.6696428571428571
_MultipleBugs_.NOB_1.ID_10,5,1.1160714285714286
_MultipleBugs_.NOB_1.ID_107,1,0.2232142857142857
_MultipleBugs_.NOB_1.ID_11,3,0.6696428571428571
_MultipleBugs_.NOB_1.ID_110,1,0.2232142857142857
_MultipleBugs_.NOB_1.ID_111,1,0.2232142857142857
_MultipleBugs_.NOB_1.ID_12,2,0.4464285714285714
_MultipleBugs_.NOB_1.ID_15,3,0.6696428571428571
_MultipleBugs_.NOB_1.ID_2,1,0.2232142857142857
_MultipleBugs_.NOB_1.ID_28,1,0.2232142857142857
_MultipleBugs_.NOB_1.ID_49,11,2.455357142857143
_MultipleBugs_.NOB_1.ID_54,1,0.2232142857142857
_MultipleBugs_.NOB_1.ID_6,1,0.2232142857142857
_MultipleBugs_.NOB_1.ID_7,1,0.2232142857142857
_MultipleBugs_.NOB_1.ID_80,2,0.4464285714285714
